payment_id,ticket_id,amount,payment_date,payment_mode,payment_status
573,573,6750.88,2026-08-29,Cash,Refunded
574,574,12732.11,2026-08-05,Cash,Paid
575,575,11961.1,2026-07-18,UPI,Refunded
576,576,16632.54,2026-08-01,UPI,Paid
577,577,11204.91,2026-07-08,Card,Paid
578,578,10630.04,2026-08-21,UPI,Paid
579,579,4081.3,2026-07-07,Cash,Paid
580,580,4657.54,2026-08-17,NetBanking,Paid
581,581,22554.51,2026-08-06,UPI,Paid
582,582,10096.13,2026-08-09,Cash,Paid
583,583,7915.31,2026-07-15,Cash,Refunded
584,584,10454.91,2026-07-16,Card,Paid
585,585,15642.7,2026-08-18,Card,Paid
586,586,24243.99,2026-07-25,Card,Paid
587,587,2892.41,2026-07-11,UPI,Paid
588,588,16317.98,2026-07-18,NetBanking,Paid
589,589,8039.34,2026-07-27,Card,Paid
590,590,16216.16,2026-08-27,Card,Refunded
591,591,8788.09,2026-07-01,Card,Paid
592,592,12291.85,2026-08-25,NetBanking,Paid
593,593,7724.07,2026-08-24,UPI,Paid
594,594,12492.99,2026-07-10,NetBanking,Pending
595,595,19390.62,2026-07-02,Cash,Paid
596,596,17649.5,2026-07-28,Cash,Paid
597,597,13728.22,2026-08-09,NetBanking,Paid
598,598,16147.46,2026-07-24,Card,Paid
599,599,16021.45,2026-08-14,NetBanking,Paid
600,600,11590.14,2026-07-14,Cash,Paid
601,601,8668.19,2026-08-15,Cash,Pending
602,602,11037.49,2026-08-26,NetBanking,Refunded
603,603,17946.07,2026-08-06,Card,Paid
604,604,3955.64,2026-08-15,UPI,Paid
605,605,10266.64,2026-07-25,UPI,Paid
606,606,18794.02,2026-08-28,NetBanking,Paid
607,607,8235.83,2026-07-15,Cash,Paid
608,608,24934.73,2026-07-31,Card,Paid
609,609,21707.06,2026-08-11,Card,Paid
610,610,24531.13,2026-07-24,UPI,Paid
611,611,4524.38,2026-08-28,Card,Paid
612,612,18144.54,2026-07-04,Cash,Paid
613,613,23470.23,2026-07-29,Card,Paid
614,614,21816.26,2026-07-18,Card,Paid
615,615,9510.96,2026-08-03,UPI,Paid
616,616,4576.1,2026-07-04,Card,Paid
617,617,13080.59,2026-07-28,Card,Paid
618,618,20673.9,2026-07-13,UPI,Paid
619,619,4783.98,2026-08-22,Card,Paid
620,620,20028.83,2026-08-05,Cash,Paid
621,621,5936.17,2026-08-29,Card,Paid
622,622,2696.8,2026-08-24,Card,Paid
623,623,14048.03,2026-07-02,UPI,Paid
624,624,6257.53,2026-07-31,Card,Paid
625,625,7943.33,2026-08-08,Cash,Paid
626,626,8783.73,2026-07-16,NetBanking,Paid
627,627,4972.21,2026-07-16,Card,Paid
628,628,19476.56,2026-07-05,NetBanking,Paid
629,629,8962.06,2026-08-03,NetBanking,Paid
630,630,11387.88,2026-08-04,NetBanking,Pending
631,631,12998.95,2026-08-11,Cash,Paid
632,632,15493.12,2026-08-23,NetBanking,Paid
633,633,14278.08,2026-07-27,Card,Paid
634,634,13743.85,2026-08-21,UPI,Paid
635,635,15995.46,2026-07-24,Cash,Paid
636,636,22843.72,2026-07-25,NetBanking,Paid
637,637,3037.21,2026-08-01,Card,Paid
638,638,7350.33,2026-08-19,Card,Paid
639,639,15784.67,2026-08-18,Card,Paid
640,640,9294.37,2026-07-16,Card,Paid
641,641,7609.11,2026-07-29,Cash,Paid
642,642,12992.85,2026-07-30,Cash,Pending
643,643,12924.23,2026-07-27,UPI,Paid
644,644,5774.59,2026-08-10,UPI,Paid
645,645,3695.19,2026-07-30,NetBanking,Pending
646,646,22122.54,2026-07-05,Cash,Paid
647,647,14032.63,2026-07-31,UPI,Refunded
648,648,22044.15,2026-07-31,UPI,Paid
649,649,6853.28,2026-08-29,Card,Paid
650,650,4779.31,2026-08-17,Cash,Paid
651,651,13963.9,2026-08-10,Cash,Paid
652,652,11576.77,2026-08-21,NetBanking,Paid
653,653,9847.26,2026-07-24,UPI,Paid
654,654,15676.48,2026-08-26,NetBanking,Paid
655,655,12251.68,2026-08-02,UPI,Paid
656,656,14829.77,2026-08-17,UPI,Refunded
657,657,5949.93,2026-08-22,NetBanking,Paid
658,658,18571.1,2026-08-16,Cash,Paid
659,659,19647.45,2026-07-13,UPI,Paid
660,660,8704.6,2026-07-15,UPI,Paid
661,661,2772.58,2026-07-09,Card,Paid
662,662,6857.45,2026-08-21,Card,Paid
663,663,15284.2,2026-08-28,Card,Paid
664,664,3990.14,2026-08-24,UPI,Paid
665,665,13359.95,2026-07-05,Card,Paid
666,666,24576.94,2026-08-29,NetBanking,Paid
667,667,17561.89,2026-08-21,Cash,Paid
668,668,24537.81,2026-08-24,NetBanking,Refunded
669,669,8306.88,2026-08-05,Cash,Paid
670,670,9846.99,2026-07-10,Cash,Paid
671,671,20011.66,2026-07-16,Card,Paid
672,672,12262.15,2026-07-18,Cash,Refunded
673,673,9262.8,2026-08-16,NetBanking,Paid
674,674,15813.09,2026-08-21,Cash,Paid
675,675,5829.37,2026-07-15,Card,Pending
676,676,8096.61,2026-08-27,Card,Refunded
677,677,18191.09,2026-08-02,Cash,Paid
678,678,11496.64,2026-08-06,Cash,Paid
679,679,7956.12,2026-08-09,NetBanking,Refunded
680,680,17414.85,2026-08-19,Cash,Refunded
681,681,3780.32,2026-07-26,NetBanking,Paid
682,682,13146.42,2026-07-02,Cash,Refunded
683,683,5160.09,2026-07-16,NetBanking,Pending
684,684,13566.87,2026-07-26,Card,Paid
685,685,21612.63,2026-07-19,Card,Paid
686,686,6210.12,2026-07-11,Cash,Paid
687,687,21696.97,2026-07-07,UPI,Paid
688,688,19092.18,2026-07-10,NetBanking,Paid
689,689,4577.09,2026-08-20,Card,Refunded
690,690,2546.96,2026-07-12,UPI,Paid
691,691,24633.27,2026-07-24,Cash,Paid
692,692,4469.2,2026-07-11,Cash,Paid
693,693,3376.2,2026-08-07,UPI,Refunded
694,694,16323.18,2026-08-22,Card,Paid
695,695,22683.76,2026-08-22,NetBanking,Paid
696,696,15850.83,2026-08-09,UPI,Paid
697,697,8900.01,2026-07-05,NetBanking,Paid
698,698,8349.6,2026-08-11,UPI,Paid
699,699,7535.32,2026-07-19,UPI,Paid
700,700,10119.8,2026-07-11,NetBanking,Paid
701,701,10571.92,2026-08-02,Cash,Paid
702,702,18377.29,2026-07-26,NetBanking,Paid
703,703,7790.31,2026-08-24,Cash,Paid
704,704,7237.31,2026-07-30,Card,Paid
705,705,3327.95,2026-07-04,UPI,Paid
706,706,24960.08,2026-07-09,Card,Paid
707,707,8855.69,2026-07-22,Cash,Paid
708,708,18669.41,2026-07-28,NetBanking,Paid
709,709,16997.0,2026-08-30,Cash,Refunded
710,710,7219.87,2026-07-31,UPI,Paid
711,711,11292.87,2026-07-23,UPI,Paid
712,712,21425.23,2026-08-21,Cash,Paid
713,713,20781.67,2026-07-30,NetBanking,Paid
714,714,21907.92,2026-07-29,Card,Paid
715,715,19268.83,2026-08-15,NetBanking,Paid
716,716,24056.47,2026-08-18,Card,Paid
717,717,20122.15,2026-07-17,NetBanking,Paid
718,718,22199.22,2026-07-22,Card,Paid
719,719,5657.67,2026-08-02,NetBanking,Refunded
720,720,22914.41,2026-08-16,Card,Paid
721,721,19844.35,2026-08-10,Cash,Paid
722,722,20504.69,2026-07-24,Cash,Paid
723,723,13362.96,2026-08-22,Card,Paid
724,724,9981.65,2026-08-12,Cash,Paid
725,725,22515.69,2026-08-07,Card,Paid
726,726,23870.88,2026-08-21,UPI,Paid
727,727,18679.91,2026-08-05,Cash,Paid
728,728,19504.91,2026-07-03,Cash,Paid
729,729,11665.07,2026-08-10,UPI,Paid
730,730,22260.27,2026-08-29,NetBanking,Refunded
731,731,16197.11,2026-07-15,Cash,Paid
732,732,7515.24,2026-07-17,Cash,Pending
733,733,21673.71,2026-08-22,Card,Paid
734,734,15540.18,2026-07-26,Cash,Paid
735,735,7657.47,2026-07-15,NetBanking,Paid
736,736,2550.63,2026-07-04,UPI,Paid
737,737,8656.78,2026-08-22,NetBanking,Paid
738,738,22042.28,2026-08-16,Cash,Paid
739,739,17424.57,2026-08-01,Card,Paid
740,740,14928.08,2026-08-19,UPI,Pending
741,741,23326.66,2026-07-25,Cash,Paid
742,742,17262.31,2026-07-01,NetBanking,Paid
743,743,17053.97,2026-08-30,NetBanking,Paid
744,744,5422.24,2026-08-17,Cash,Paid
745,745,9077.12,2026-07-17,NetBanking,Paid
746,746,12095.11,2026-08-16,Card,Paid
747,747,19714.59,2026-07-19,Cash,Refunded
748,748,18060.04,2026-08-10,UPI,Paid
749,749,6000.29,2026-07-08,UPI,Refunded
750,750,3984.6,2026-08-19,Cash,Refunded
751,751,5050.84,2026-07-29,Cash,Paid
752,752,19735.0,2026-08-19,NetBanking,Paid
753,753,13327.94,2026-08-09,Cash,Paid
754,754,10515.83,2026-07-06,Cash,Paid
755,755,20648.54,2026-08-04,Cash,Paid
756,756,22995.7,2026-08-09,UPI,Refunded
757,757,6151.57,2026-07-22,Card,Paid
758,758,18014.42,2026-07-13,NetBanking,Refunded
759,759,19539.57,2026-07-23,UPI,Paid
760,760,11258.76,2026-08-18,NetBanking,Paid
761,761,14029.44,2026-08-21,NetBanking,Paid
762,762,6778.23,2026-08-10,NetBanking,Paid
763,763,19324.02,2026-07-05,Card,Paid
764,764,23510.41,2026-08-19,NetBanking,Paid
765,765,12801.7,2026-07-21,Cash,Paid
766,766,3444.2,2026-07-29,Card,Paid
767,767,10496.98,2026-08-12,Cash,Paid
768,768,11849.51,2026-08-23,UPI,Refunded
769,769,21895.15,2026-07-06,Card,Paid
770,770,15879.59,2026-08-05,UPI,Paid
771,771,13152.17,2026-08-05,Cash,Paid
772,772,20743.66,2026-08-20,Cash,Paid
773,773,14584.33,2026-07-28,Cash,Paid
774,774,4897.92,2026-08-30,Cash,Paid
775,775,24964.07,2026-08-14,Cash,Paid
776,776,24983.82,2026-07-18,Cash,Paid
777,777,24579.48,2026-08-03,Cash,Paid
778,778,9438.67,2026-07-20,NetBanking,Paid
779,779,24578.21,2026-07-21,Card,Paid
780,780,22063.86,2026-08-29,UPI,Paid
781,781,4641.04,2026-07-17,Cash,Paid
782,782,5283.86,2026-08-06,Card,Paid
783,783,4273.87,2026-07-04,Cash,Paid
784,784,19614.27,2026-08-18,UPI,Paid
785,785,14851.07,2026-08-06,Cash,Refunded
786,786,17302.74,2026-07-07,NetBanking,Paid
787,787,3416.59,2026-08-28,NetBanking,Paid
788,788,9998.5,2026-08-17,UPI,Paid
789,789,4622.09,2026-08-30,UPI,Paid
790,790,13231.98,2026-07-31,Cash,Paid
791,791,4905.05,2026-07-11,Card,Paid
792,792,6288.55,2026-08-11,UPI,Paid
793,793,2879.02,2026-07-14,Card,Paid
794,794,24039.06,2026-08-25,Card,Refunded
795,795,2618.95,2026-08-03,Cash,Paid
796,796,18921.65,2026-08-23,Card,Paid
797,797,7853.01,2026-07-28,Card,Paid
798,798,11239.93,2026-08-22,Cash,Paid
799,799,11601.71,2026-08-07,NetBanking,Refunded
800,800,8972.41,2026-07-16,UPI,Paid
801,801,8237.48,2026-08-08,NetBanking,Paid
802,802,5078.74,2026-08-07,Card,Paid
803,803,18054.25,2026-08-06,Card,Paid
804,804,15554.59,2026-08-12,Card,Paid
805,805,3404.64,2026-07-16,UPI,Paid
806,806,17891.53,2026-07-09,Card,Paid
807,807,5033.81,2026-07-01,Card,Paid
808,808,21174.34,2026-07-01,NetBanking,Paid
809,809,7142.5,2026-07-10,Card,Paid
810,810,20175.94,2026-08-25,Cash,Paid
811,811,11750.35,2026-08-12,Cash,Paid
812,812,7034.85,2026-08-10,Card,Paid
813,813,10446.51,2026-08-25,Card,Paid
814,814,23855.72,2026-07-28,UPI,Paid
815,815,12249.1,2026-07-11,UPI,Paid
816,816,21258.03,2026-08-17,NetBanking,Paid
817,817,7086.4,2026-07-08,Cash,Paid
818,818,8784.88,2026-07-28,UPI,Paid
819,819,19659.25,2026-07-05,NetBanking,Paid
820,820,16995.63,2026-07-29,Card,Paid
821,821,8701.35,2026-07-31,NetBanking,Paid
822,822,13307.88,2026-07-29,Card,Paid
823,823,7774.47,2026-08-01,NetBanking,Paid
824,824,23841.6,2026-08-02,Card,Paid
825,825,18727.96,2026-08-03,Cash,Paid
826,826,8615.77,2026-08-12,Cash,Paid
827,827,2956.74,2026-08-06,UPI,Paid
828,828,8863.3,2026-08-21,Card,Paid
829,829,17540.06,2026-08-05,Card,Paid
830,830,24492.66,2026-07-01,Card,Refunded
831,831,9865.98,2026-08-14,NetBanking,Paid
832,832,2532.86,2026-07-13,Card,Paid
833,833,9392.61,2026-08-18,NetBanking,Paid
834,834,20603.35,2026-08-07,Card,Paid
835,835,17571.32,2026-08-08,Cash,Paid
836,836,13116.73,2026-07-13,Card,Paid
837,837,21800.42,2026-07-23,NetBanking,Paid
838,838,14480.93,2026-08-01,Card,Paid
839,839,15154.79,2026-08-14,UPI,Paid
840,840,22658.32,2026-07-15,NetBanking,Pending
841,841,7111.59,2026-07-27,UPI,Paid
842,842,24769.93,2026-08-05,NetBanking,Paid
843,843,7466.47,2026-07-14,Card,Paid
844,844,3323.86,2026-07-01,NetBanking,Paid
845,845,8809.25,2026-08-07,NetBanking,Pending
846,846,4603.37,2026-08-29,Card,Paid
847,847,4603.98,2026-07-17,Card,Paid
848,848,18002.43,2026-08-04,Card,Paid
849,849,18157.05,2026-07-01,NetBanking,Paid
850,850,7368.07,2026-07-27,Cash,Paid
851,851,13833.26,2026-07-15,Cash,Paid
852,852,18168.53,2026-08-29,Cash,Paid
853,853,15016.45,2026-07-11,UPI,Paid
854,854,24565.86,2026-08-06,UPI,Paid
855,855,6832.25,2026-08-22,Card,Paid
856,856,3517.09,2026-07-12,Card,Paid
857,857,6947.01,2026-07-19,NetBanking,Paid
858,858,12613.01,2026-08-09,Card,Paid
859,859,18829.24,2026-08-16,Card,Paid
860,860,19523.26,2026-08-18,Cash,Paid
861,861,12216.01,2026-08-14,UPI,Paid
862,862,6079.05,2026-07-25,UPI,Paid
863,863,3290.41,2026-07-12,NetBanking,Paid
864,864,19699.4,2026-07-14,UPI,Paid
865,865,4939.89,2026-07-15,Card,Paid
866,866,14205.89,2026-08-05,Cash,Pending
867,867,6041.44,2026-08-08,Card,Refunded
868,868,12059.94,2026-08-09,NetBanking,Paid
869,869,8355.15,2026-07-14,UPI,Paid
870,870,9149.52,2026-08-19,NetBanking,Refunded
871,871,22181.31,2026-07-08,Card,Refunded
872,872,7669.1,2026-08-14,UPI,Paid
873,873,11378.66,2026-08-11,Card,Paid
874,874,6545.33,2026-08-26,Card,Paid
875,875,7910.87,2026-07-04,UPI,Paid
876,876,14926.24,2026-07-22,UPI,Paid
877,877,9971.71,2026-07-09,Card,Paid
878,878,13536.44,2026-08-23,Card,Paid
879,879,20275.63,2026-08-14,UPI,Paid
880,880,16558.9,2026-07-05,NetBanking,Paid
881,881,14801.34,2026-08-17,Cash,Paid
882,882,17830.13,2026-08-24,Cash,Paid
883,883,19723.29,2026-08-19,UPI,Paid
884,884,18044.88,2026-08-25,UPI,Paid
885,885,6210.79,2026-08-17,UPI,Paid
886,886,6784.5,2026-08-30,UPI,Paid
887,887,22621.62,2026-08-11,Cash,Paid
888,888,16694.04,2026-08-08,UPI,Paid
889,889,24739.07,2026-07-21,NetBanking,Paid
890,890,20380.52,2026-08-02,Cash,Paid
891,891,8368.09,2026-07-06,Card,Paid
892,892,15468.66,2026-07-31,Cash,Paid
893,893,22980.71,2026-07-05,Card,Paid
894,894,19672.64,2026-08-02,UPI,Paid
895,895,13049.67,2026-08-02,NetBanking,Paid
896,896,3493.29,2026-07-04,UPI,Paid
897,897,22430.34,2026-07-25,Cash,Paid
898,898,4495.49,2026-08-16,Cash,Paid
899,899,11616.63,2026-08-06,UPI,Paid
900,900,5858.64,2026-07-18,Card,Refunded
901,901,10815.24,2026-07-04,Cash,Paid
902,902,6330.3,2026-08-06,NetBanking,Paid
903,903,14932.22,2026-07-03,NetBanking,Paid
904,904,7178.12,2026-07-27,NetBanking,Paid
905,905,20196.77,2026-07-02,Card,Paid
906,906,3866.01,2026-08-21,UPI,Refunded
907,907,21968.15,2026-07-17,UPI,Pending
908,908,23092.79,2026-08-17,UPI,Paid
909,909,18998.91,2026-08-24,Card,Paid
910,910,13156.94,2026-08-26,Card,Paid
911,911,11006.98,2026-08-18,Card,Paid
912,912,3943.73,2026-07-18,Card,Paid
913,913,3974.44,2026-08-14,NetBanking,Paid
914,914,9140.9,2026-07-11,Cash,Paid
915,915,6068.34,2026-07-16,NetBanking,Paid
916,916,5436.48,2026-08-16,NetBanking,Paid
917,917,9465.66,2026-08-19,Cash,Paid
918,918,22152.49,2026-08-22,NetBanking,Paid
919,919,24599.69,2026-07-25,Card,Paid
920,920,19381.59,2026-08-18,Cash,Pending
921,921,3452.18,2026-07-26,Card,Paid
922,922,10803.57,2026-08-04,Card,Paid
923,923,24082.41,2026-08-28,UPI,Paid
924,924,13071.22,2026-07-20,NetBanking,Paid
925,925,21919.39,2026-08-02,UPI,Paid
926,926,18942.55,2026-07-24,Card,Paid
927,927,13771.82,2026-07-12,Cash,Paid
928,928,24380.71,2026-07-30,UPI,Paid
929,929,10148.4,2026-07-19,UPI,Refunded
930,930,9055.97,2026-07-14,Card,Paid
931,931,19713.54,2026-07-23,Card,Paid
932,932,8298.63,2026-07-21,UPI,Paid
933,933,7492.27,2026-07-10,UPI,Paid
934,934,18504.37,2026-07-30,NetBanking,Paid
935,935,20215.89,2026-08-04,UPI,Paid
936,936,6968.92,2026-08-07,UPI,Paid
937,937,6954.78,2026-07-14,Card,Paid
938,938,9767.95,2026-07-15,UPI,Pending
939,939,21733.3,2026-08-16,UPI,Refunded
940,940,23157.93,2026-08-09,NetBanking,Paid
941,941,9867.42,2026-07-25,UPI,Paid
942,942,13765.38,2026-07-27,UPI,Paid
943,943,6658.65,2026-08-22,UPI,Refunded
944,944,3161.46,2026-07-07,Cash,Paid
945,945,5020.33,2026-07-09,UPI,Paid
946,946,10989.05,2026-07-31,NetBanking,Paid
947,947,8882.11,2026-08-08,UPI,Refunded
948,948,22928.58,2026-08-28,UPI,Pending
949,949,17802.72,2026-07-26,Cash,Paid
950,950,10280.33,2026-08-26,UPI,Paid
951,951,16083.06,2026-08-21,UPI,Pending
952,952,16883.99,2026-08-06,Cash,Paid
953,953,9075.48,2026-07-15,NetBanking,Paid
954,954,10216.38,2026-07-02,Card,Paid
955,955,11663.78,2026-07-11,Card,Refunded
956,956,16147.79,2026-08-02,Card,Paid
957,957,12654.07,2026-07-22,Cash,Paid
958,958,4575.06,2026-08-29,UPI,Paid
959,959,21788.74,2026-07-19,Card,Paid
960,960,11663.08,2026-08-17,UPI,Paid
961,961,16685.75,2026-08-19,Cash,Paid
962,962,23550.83,2026-07-28,NetBanking,Refunded
963,963,19234.54,2026-08-03,UPI,Paid
964,964,5397.7,2026-08-19,UPI,Refunded
965,965,23736.58,2026-08-25,UPI,Paid
966,966,7071.6,2026-07-25,NetBanking,Pending
967,967,4488.54,2026-08-25,UPI,Paid
968,968,17910.43,2026-07-05,Cash,Refunded
969,969,7289.2,2026-08-30,Card,Paid
970,970,8215.61,2026-07-22,Cash,Paid
971,971,12170.35,2026-08-05,Card,Paid
972,972,4947.41,2026-08-10,NetBanking,Paid
973,973,15130.84,2026-08-27,Card,Paid
974,974,24638.2,2026-08-23,Cash,Paid
975,975,24170.4,2026-07-08,Card,Paid
976,976,14976.94,2026-08-20,NetBanking,Paid
977,977,10208.71,2026-07-16,NetBanking,Pending
978,978,23036.3,2026-08-17,Card,Paid
979,979,7269.12,2026-08-11,Cash,Paid
980,980,5293.09,2026-07-07,Cash,Paid
981,981,18114.26,2026-08-08,UPI,Paid
982,982,24846.79,2026-08-07,UPI,Paid
983,983,8929.7,2026-07-12,UPI,Paid
984,984,12694.93,2026-07-17,Card,Paid
985,985,15951.63,2026-08-06,NetBanking,Paid
986,986,15386.09,2026-07-25,Cash,Paid
987,987,16939.36,2026-08-18,NetBanking,Paid
988,988,14249.78,2026-07-10,Cash,Paid
989,989,16827.48,2026-08-06,Card,Paid
990,990,15220.15,2026-07-19,UPI,Paid
991,991,22465.11,2026-08-06,Card,Refunded
992,992,22537.14,2026-07-07,Card,Paid
993,993,20659.24,2026-07-15,Cash,Paid
994,994,19966.05,2026-07-28,NetBanking,Paid
995,995,24114.13,2026-07-04,NetBanking,Paid
996,996,3016.62,2026-08-05,NetBanking,Paid
997,997,16905.39,2026-07-30,NetBanking,Refunded
998,998,3186.71,2026-07-29,Card,Paid
999,999,9463.79,2026-08-30,Card,Paid
1000,1000,7458.94,2026-08-12,Cash,Paid
1001,1001,22716.74,2026-08-03,Card,Paid
1002,1002,15125.95,2026-07-02,Cash,Paid
1003,1003,22688.14,2026-07-27,UPI,Refunded
1004,1004,22800.59,2026-08-06,NetBanking,Paid
1005,1005,14858.17,2026-08-24,Card,Paid
1006,1006,19669.87,2026-08-04,Card,Paid
1007,1007,8485.87,2026-08-20,NetBanking,Paid
1008,1008,10256.14,2026-08-10,UPI,Refunded
1009,1009,7374.22,2026-08-05,NetBanking,Paid
1010,1010,4710.69,2026-08-23,Card,Paid
1011,1011,20662.73,2026-07-21,Cash,Refunded
1012,1012,19384.49,2026-07-17,Card,Paid
1013,1013,11470.09,2026-07-10,Card,Paid
1014,1014,19895.76,2026-08-24,Cash,Paid
1015,1015,3412.65,2026-07-02,Card,Paid
1016,1016,7534.03,2026-07-01,NetBanking,Paid
1017,1017,22915.13,2026-07-25,UPI,Refunded
1018,1018,5127.64,2026-08-18,NetBanking,Paid
1019,1019,4188.78,2026-08-12,Card,Paid
1020,1020,10033.92,2026-08-22,UPI,Paid
1021,1021,3990.0,2026-08-03,UPI,Paid
1022,1022,8783.06,2026-07-19,UPI,Pending
1023,1023,9731.34,2026-07-30,NetBanking,Paid
1024,1024,21915.22,2026-08-03,Card,Pending
1025,1025,23862.03,2026-08-11,NetBanking,Paid
1026,1026,3631.73,2026-07-24,Card,Paid
1027,1027,8577.73,2026-08-27,NetBanking,Paid
1028,1028,15973.8,2026-07-26,Card,Paid
1029,1029,23715.95,2026-08-26,Card,Paid
1030,1030,19666.74,2026-07-27,Card,Paid
1031,1031,10252.39,2026-08-05,UPI,Paid
1032,1032,13572.12,2026-08-10,NetBanking,Refunded
1033,1033,23269.53,2026-07-11,UPI,Paid
1034,1034,8429.78,2026-07-26,Cash,Paid
1035,1035,6893.54,2026-07-13,NetBanking,Paid
1036,1036,23587.94,2026-08-29,Cash,Paid
1037,1037,23438.75,2026-07-13,Cash,Refunded
1038,1038,11529.53,2026-07-30,UPI,Paid
1039,1039,7110.63,2026-08-27,Card,Paid
1040,1040,4268.38,2026-07-11,UPI,Paid
1041,1041,7424.6,2026-07-28,Card,Paid
1042,1042,24539.74,2026-07-21,Card,Paid
1043,1043,14787.54,2026-07-23,NetBanking,Paid
1044,1044,7410.71,2026-07-05,Cash,Paid
1045,1045,15832.49,2026-08-16,Card,Pending
1046,1046,9768.01,2026-07-10,NetBanking,Paid
1047,1047,3467.53,2026-08-22,UPI,Paid
1048,1048,8907.11,2026-07-04,Card,Paid
1049,1049,17846.1,2026-08-23,UPI,Paid
1050,1050,14519.09,2026-08-29,Card,Refunded
1051,1051,19170.62,2026-08-01,Card,Refunded
1052,1052,4191.52,2026-08-23,Card,Paid
1053,1053,22259.08,2026-08-27,Card,Paid
1054,1054,6851.17,2026-08-03,NetBanking,Paid
1055,1055,14787.81,2026-08-17,NetBanking,Paid
1056,1056,17952.53,2026-07-29,Card,Paid
1057,1057,21998.13,2026-07-15,Card,Pending
1058,1058,21581.71,2026-07-12,Cash,Paid
1059,1059,10115.6,2026-08-06,NetBanking,Refunded
1060,1060,3015.67,2026-08-20,NetBanking,Paid
1061,1061,23359.87,2026-07-08,NetBanking,Paid
1062,1062,3874.5,2026-08-25,NetBanking,Paid
1063,1063,11614.41,2026-08-19,Card,Pending
1064,1064,2847.89,2026-08-18,UPI,Paid
1065,1065,5731.66,2026-08-12,Card,Paid
1066,1066,16656.44,2026-07-21,Card,Paid
1067,1067,11350.53,2026-08-25,Cash,Paid
1068,1068,10038.65,2026-07-29,UPI,Paid
1069,1069,11611.03,2026-07-10,UPI,Paid
1070,1070,19827.03,2026-07-12,UPI,Refunded
1071,1071,5621.74,2026-08-06,NetBanking,Refunded
1072,1072,19486.67,2026-07-03,Cash,Paid
1073,1073,16527.33,2026-08-04,Cash,Paid
1074,1074,22031.75,2026-08-30,Card,Paid
1075,1075,23168.19,2026-08-24,Cash,Paid
1076,1076,23906.5,2026-08-14,Card,Paid
1077,1077,14701.35,2026-08-16,Cash,Paid
1078,1078,9067.02,2026-07-09,Cash,Pending
1079,1079,10098.72,2026-08-17,UPI,Paid
1080,1080,8880.23,2026-07-29,NetBanking,Refunded
1081,1081,19401.42,2026-07-03,NetBanking,Paid
1082,1082,23282.11,2026-07-16,NetBanking,Paid
1083,1083,13246.03,2026-08-04,Card,Paid
1084,1084,16350.61,2026-07-18,NetBanking,Paid
1085,1085,24179.28,2026-07-05,NetBanking,Paid
1086,1086,14474.44,2026-07-25,Card,Pending
1087,1087,15428.34,2026-07-28,NetBanking,Paid
1088,1088,5963.09,2026-08-23,Card,Paid
1089,1089,15478.1,2026-08-01,UPI,Paid
1090,1090,14473.17,2026-08-13,UPI,Paid
1091,1091,6690.34,2026-08-10,Card,Paid
1092,1092,18148.79,2026-08-26,UPI,Paid
1093,1093,22025.22,2026-08-18,NetBanking,Paid
1094,1094,16439.63,2026-08-13,NetBanking,Paid
1095,1095,3189.27,2026-07-08,Card,Paid
1096,1096,14689.83,2026-08-19,Cash,Pending
1097,1097,8537.25,2026-07-12,NetBanking,Paid
1098,1098,11366.51,2026-07-09,Cash,Paid
1099,1099,16256.22,2026-07-12,Card,Paid
1100,1100,5494.7,2026-08-04,Cash,Paid
1101,1101,21181.94,2026-07-15,Card,Paid
1102,1102,22784.15,2026-08-06,UPI,Paid
1103,1103,6199.48,2026-07-06,Cash,Paid
1104,1104,19633.71,2026-08-16,NetBanking,Paid
1105,1105,23763.05,2026-07-25,Card,Refunded
1106,1106,6366.79,2026-08-30,Card,Pending
1107,1107,7501.08,2026-08-03,Cash,Paid
1108,1108,21860.13,2026-08-30,UPI,Paid
1109,1109,11302.43,2026-07-24,UPI,Refunded
1110,1110,13516.72,2026-07-17,NetBanking,Refunded
1111,1111,15070.41,2026-07-02,Cash,Paid
1112,1112,19892.57,2026-07-19,Cash,Paid
1113,1113,6868.59,2026-08-10,UPI,Pending
1114,1114,22612.01,2026-08-22,UPI,Refunded
1115,1115,5046.93,2026-07-31,NetBanking,Paid
1116,1116,6980.83,2026-08-23,Cash,Paid
1117,1117,8555.51,2026-07-03,UPI,Paid
1118,1118,7229.18,2026-07-20,UPI,Paid
1119,1119,12707.73,2026-07-21,Cash,Paid
1120,1120,7373.41,2026-07-12,Cash,Paid
1121,1121,7325.52,2026-07-27,NetBanking,Paid
1122,1122,23889.01,2026-07-07,Card,Paid
1123,1123,12564.85,2026-07-21,UPI,Paid
1124,1124,16467.34,2026-08-30,Card,Paid
1125,1125,16974.52,2026-07-07,Cash,Refunded
1126,1126,20330.22,2026-07-03,Cash,Paid
1127,1127,11115.98,2026-08-03,UPI,Paid
1128,1128,14283.72,2026-08-05,UPI,Paid
1129,1129,21285.52,2026-08-18,NetBanking,Paid
1130,1130,10622.2,2026-07-16,Cash,Paid
1131,1131,22529.17,2026-08-29,Cash,Paid
1132,1132,23040.09,2026-08-19,NetBanking,Paid
1133,1133,23999.79,2026-08-25,NetBanking,Paid
1134,1134,12620.04,2026-07-29,Cash,Paid
1135,1135,6270.77,2026-08-01,Cash,Paid
1136,1136,24620.96,2026-08-27,Cash,Paid
