ticket_id,booking_id,ticket_number,fare_amount,issue_date
634,634,TCK10633,7095.25,2026-08-22
635,635,TCK10634,19012.14,2026-08-29
636,636,TCK10635,19540.26,2026-08-28
637,637,TCK10636,22261.08,2026-07-16
638,638,TCK10637,13604.99,2026-08-21
639,639,TCK10638,23829.95,2026-08-27
640,640,TCK10639,16225.04,2026-08-23
641,641,TCK10640,19725.42,2026-07-03
642,642,TCK10641,10281.53,2026-07-05
643,643,TCK10642,23872.93,2026-08-08
644,644,TCK10643,19134.01,2026-08-29
645,645,TCK10644,4313.35,2026-08-05
646,646,TCK10645,13272.36,2026-07-09
647,647,TCK10646,8586.44,2026-07-03
648,648,TCK10647,4841.38,2026-08-01
649,649,TCK10648,13921.1,2026-08-11
650,650,TCK10649,10380.8,2026-07-31
651,651,TCK10650,9326.91,2026-08-24
652,652,TCK10651,22220.12,2026-07-15
653,653,TCK10652,2982.47,2026-07-04
654,654,TCK10653,3092.96,2026-08-20
655,655,TCK10654,20755.67,2026-08-04
656,656,TCK10655,16183.13,2026-07-25
657,657,TCK10656,17843.68,2026-08-17
658,658,TCK10657,2907.13,2026-07-31
659,659,TCK10658,3673.16,2026-08-19
660,660,TCK10659,10987.63,2026-07-09
661,661,TCK10660,12168.67,2026-07-28
662,662,TCK10661,14864.76,2026-07-08
663,663,TCK10662,12353.94,2026-08-27
664,664,TCK10663,16352.2,2026-08-27
665,665,TCK10664,10773.45,2026-07-13
666,666,TCK10665,10220.33,2026-08-28
667,667,TCK10666,3803.26,2026-07-15
668,668,TCK10667,4569.79,2026-07-01
669,669,TCK10668,7610.33,2026-08-17
670,670,TCK10669,19432.8,2026-08-21
671,671,TCK10670,20346.57,2026-08-06
672,672,TCK10671,3530.04,2026-08-21
673,673,TCK10672,2835.22,2026-08-16
674,674,TCK10673,8123.25,2026-07-04
675,675,TCK10674,4223.76,2026-07-09
676,676,TCK10675,12367.51,2026-07-19
677,677,TCK10676,3483.69,2026-07-23
678,678,TCK10677,16054.36,2026-08-26
679,679,TCK10678,7995.5,2026-07-19
680,680,TCK10679,5418.62,2026-07-26
681,681,TCK10680,13270.78,2026-07-08
682,682,TCK10681,17273.28,2026-07-05
683,683,TCK10682,8129.47,2026-08-04
684,684,TCK10683,7131.87,2026-08-15
685,685,TCK10684,19042.42,2026-07-23
686,686,TCK10685,22696.9,2026-08-24
687,687,TCK10686,7456.46,2026-08-15
688,688,TCK10687,9311.18,2026-07-24
689,689,TCK10688,20054.69,2026-07-19
690,690,TCK10689,22051.85,2026-07-16
691,691,TCK10690,14353.99,2026-07-18
692,692,TCK10691,9674.33,2026-08-04
693,693,TCK10692,13827.52,2026-07-04
694,694,TCK10693,10299.3,2026-07-27
695,695,TCK10694,18373.79,2026-08-09
696,696,TCK10695,13439.67,2026-07-06
697,697,TCK10696,7079.99,2026-07-09
698,698,TCK10697,21432.07,2026-08-03
699,699,TCK10698,7687.06,2026-08-17
700,700,TCK10699,14941.73,2026-07-08
701,701,TCK10700,10878.77,2026-08-22
702,702,TCK10701,20228.65,2026-07-03
703,703,TCK10702,24502.97,2026-08-14
704,704,TCK10703,12406.24,2026-08-18
705,705,TCK10704,12709.67,2026-07-08
706,706,TCK10705,2979.02,2026-08-23
707,707,TCK10706,3259.51,2026-07-18
708,708,TCK10707,15735.4,2026-07-20
709,709,TCK10708,21111.52,2026-07-06
710,710,TCK10709,3843.7,2026-08-24
711,711,TCK10710,16219.32,2026-08-01
712,712,TCK10711,2924.09,2026-07-25
713,713,TCK10712,11154.92,2026-07-03
714,714,TCK10713,7550.09,2026-07-25
715,715,TCK10714,6649.6,2026-07-28
716,716,TCK10715,14481.07,2026-08-12
717,717,TCK10716,9365.83,2026-08-04
718,718,TCK10717,19667.42,2026-08-29
719,719,TCK10718,3084.82,2026-08-08
720,720,TCK10719,19475.76,2026-07-22
721,721,TCK10720,23260.72,2026-08-28
722,722,TCK10721,8406.99,2026-08-18
723,723,TCK10722,15796.57,2026-08-18
724,724,TCK10723,3115.27,2026-08-16
725,725,TCK10724,21157.89,2026-07-28
726,726,TCK10725,21979.2,2026-08-20
727,727,TCK10726,18907.59,2026-08-17
728,728,TCK10727,19429.02,2026-08-21
729,729,TCK10728,4957.23,2026-07-25
730,730,TCK10729,23930.66,2026-08-29
731,731,TCK10730,17754.31,2026-08-24
732,732,TCK10731,24795.05,2026-08-04
733,733,TCK10732,12928.81,2026-08-06
734,734,TCK10733,18682.45,2026-08-19
735,735,TCK10734,14175.54,2026-07-11
736,736,TCK10735,24106.86,2026-07-30
737,737,TCK10736,19276.76,2026-08-29
738,738,TCK10737,7860.11,2026-08-28
739,739,TCK10738,2841.63,2026-08-21
740,740,TCK10739,17858.47,2026-07-18
741,741,TCK10740,4424.58,2026-07-16
742,742,TCK10741,19855.13,2026-07-19
743,743,TCK10742,10094.48,2026-07-26
744,744,TCK10743,3368.64,2026-07-18
745,745,TCK10744,10638.13,2026-08-12
746,746,TCK10745,8136.55,2026-08-11
747,747,TCK10746,20730.84,2026-08-08
748,748,TCK10747,2777.63,2026-07-20
749,749,TCK10748,15289.92,2026-07-21
750,750,TCK10749,21310.0,2026-08-24
751,751,TCK10750,6522.65,2026-07-30
752,752,TCK10751,2888.5,2026-07-01
753,753,TCK10752,12994.89,2026-07-23
754,754,TCK10753,13304.68,2026-08-24
755,755,TCK10754,15023.69,2026-07-27
756,756,TCK10755,3818.16,2026-08-30
757,757,TCK10756,4289.81,2026-08-27
758,758,TCK10757,16232.39,2026-07-21
759,759,TCK10758,23949.1,2026-07-29
760,760,TCK10759,6545.59,2026-08-19
761,761,TCK10760,20201.55,2026-07-17
762,762,TCK10761,22053.75,2026-07-09
763,763,TCK10762,7616.93,2026-07-12
764,764,TCK10763,5805.29,2026-08-09
765,765,TCK10764,17259.51,2026-07-15
766,766,TCK10765,5075.05,2026-07-03
767,767,TCK10766,6645.75,2026-08-02
768,768,TCK10767,21862.83,2026-08-07
769,769,TCK10768,9640.02,2026-08-05
770,770,TCK10769,18640.55,2026-07-04
771,771,TCK10770,23913.34,2026-07-17
772,772,TCK10771,24443.85,2026-07-02
773,773,TCK10772,17763.73,2026-08-24
774,774,TCK10773,21611.66,2026-08-04
775,775,TCK10774,18662.18,2026-08-08
776,776,TCK10775,7780.68,2026-07-07
777,777,TCK10776,4243.28,2026-07-29
778,778,TCK10777,5046.61,2026-07-05
779,779,TCK10778,7832.02,2026-07-21
780,780,TCK10779,15333.23,2026-08-23
781,781,TCK10780,21010.59,2026-07-27
782,782,TCK10781,4106.35,2026-07-28
783,783,TCK10782,22206.7,2026-07-10
784,784,TCK10783,3055.63,2026-08-08
785,785,TCK10784,20233.7,2026-07-22
786,786,TCK10785,24439.72,2026-08-27
787,787,TCK10786,17169.51,2026-07-31
788,788,TCK10787,23705.79,2026-07-19
789,789,TCK10788,16493.12,2026-07-11
790,790,TCK10789,10786.79,2026-07-19
791,791,TCK10790,23431.94,2026-08-28
792,792,TCK10791,15802.62,2026-07-07
793,793,TCK10792,16203.36,2026-08-21
794,794,TCK10793,9544.88,2026-08-15
795,795,TCK10794,20069.66,2026-08-02
796,796,TCK10795,20128.01,2026-08-15
797,797,TCK10796,10241.19,2026-07-14
798,798,TCK10797,11023.89,2026-08-07
799,799,TCK10798,3233.49,2026-08-16
800,800,TCK10799,5876.68,2026-08-18
801,801,TCK10800,24950.97,2026-07-06
802,802,TCK10801,23991.54,2026-08-29
803,803,TCK10802,24827.19,2026-08-06
804,804,TCK10803,13828.66,2026-08-06
805,805,TCK10804,16682.3,2026-08-16
806,806,TCK10805,11906.8,2026-08-16
807,807,TCK10806,5227.95,2026-08-26
808,808,TCK10807,14374.52,2026-07-04
809,809,TCK10808,16159.8,2026-08-12
810,810,TCK10809,14300.08,2026-07-29
811,811,TCK10810,9631.14,2026-07-13
812,812,TCK10811,21310.2,2026-07-19
813,813,TCK10812,22999.06,2026-07-22
814,814,TCK10813,7969.15,2026-08-19
815,815,TCK10814,24493.18,2026-07-15
816,816,TCK10815,12755.98,2026-08-17
817,817,TCK10816,24378.93,2026-08-14
818,818,TCK10817,7923.55,2026-08-16
819,819,TCK10818,24046.19,2026-07-27
820,820,TCK10819,10642.33,2026-07-23
821,821,TCK10820,15110.29,2026-07-05
822,822,TCK10821,23079.3,2026-08-11
823,823,TCK10822,13393.48,2026-07-15
824,824,TCK10823,12601.78,2026-07-27
825,825,TCK10824,7669.67,2026-08-22
826,826,TCK10825,21102.64,2026-07-09
827,827,TCK10826,23328.63,2026-07-16
828,828,TCK10827,19970.09,2026-07-27
829,829,TCK10828,17667.37,2026-08-12
830,830,TCK10829,5608.15,2026-07-17
831,831,TCK10830,20406.76,2026-07-22
832,832,TCK10831,9561.5,2026-07-06
833,833,TCK10832,11691.31,2026-08-02
834,834,TCK10833,24623.07,2026-08-06
835,835,TCK10834,13619.51,2026-08-26
836,836,TCK10835,19884.51,2026-08-27
837,837,TCK10836,6548.1,2026-07-30
838,838,TCK10837,2849.03,2026-07-08
839,839,TCK10838,11919.08,2026-08-18
840,840,TCK10839,14978.02,2026-08-29
841,841,TCK10840,13071.86,2026-07-07
842,842,TCK10841,5343.95,2026-07-03
843,843,TCK10842,21261.82,2026-07-02
844,844,TCK10843,18026.05,2026-07-05
845,845,TCK10844,5478.5,2026-08-25
846,846,TCK10845,14409.47,2026-07-25
847,847,TCK10846,22845.86,2026-07-23
848,848,TCK10847,5367.69,2026-08-14
849,849,TCK10848,15031.17,2026-08-15
850,850,TCK10849,9101.32,2026-07-22
851,851,TCK10850,22692.09,2026-08-27
852,852,TCK10851,10074.41,2026-08-08
853,853,TCK10852,16374.17,2026-08-16
854,854,TCK10853,3517.85,2026-08-17
855,855,TCK10854,23216.28,2026-08-30
856,856,TCK10855,12600.15,2026-07-27
857,857,TCK10856,16693.72,2026-08-17
858,858,TCK10857,21283.11,2026-07-19
859,859,TCK10858,19547.35,2026-08-14
860,860,TCK10859,5528.62,2026-07-12
861,861,TCK10860,18783.42,2026-08-07
862,862,TCK10861,23117.69,2026-08-29
863,863,TCK10862,13960.91,2026-07-10
864,864,TCK10863,22650.98,2026-08-07
865,865,TCK10864,15843.59,2026-08-13
866,866,TCK10865,17111.61,2026-07-25
867,867,TCK10866,9709.83,2026-07-12
868,868,TCK10867,13945.01,2026-08-07
869,869,TCK10868,8784.24,2026-08-19
870,870,TCK10869,4680.22,2026-07-20
871,871,TCK10870,13599.1,2026-07-04
872,872,TCK10871,15192.96,2026-08-27
873,873,TCK10872,14316.86,2026-08-02
874,874,TCK10873,21491.47,2026-07-28
875,875,TCK10874,8918.29,2026-07-25
876,876,TCK10875,9668.01,2026-07-12
877,877,TCK10876,23954.06,2026-07-03
878,878,TCK10877,20814.71,2026-08-17
879,879,TCK10878,22353.64,2026-08-16
880,880,TCK10879,7240.32,2026-08-03
881,881,TCK10880,8760.77,2026-08-26
882,882,TCK10881,16348.24,2026-07-07
883,883,TCK10882,10315.28,2026-07-11
884,884,TCK10883,5167.4,2026-07-18
885,885,TCK10884,13449.3,2026-07-15
886,886,TCK10885,22420.36,2026-07-19
887,887,TCK10886,23632.11,2026-07-17
888,888,TCK10887,24748.13,2026-08-18
889,889,TCK10888,4887.69,2026-07-15
890,890,TCK10889,17494.76,2026-07-10
891,891,TCK10890,4659.46,2026-08-05
892,892,TCK10891,21372.77,2026-08-18
893,893,TCK10892,6299.18,2026-08-08
894,894,TCK10893,22807.18,2026-08-27
895,895,TCK10894,14646.17,2026-08-21
896,896,TCK10895,6890.48,2026-08-01
897,897,TCK10896,21231.35,2026-07-02
898,898,TCK10897,10814.66,2026-07-19
899,899,TCK10898,23690.63,2026-08-06
900,900,TCK10899,12096.31,2026-07-29
901,901,TCK10900,14220.11,2026-08-23
902,902,TCK10901,12711.61,2026-08-28
903,903,TCK10902,4966.33,2026-08-15
904,904,TCK10903,23181.63,2026-07-08
905,905,TCK10904,12499.11,2026-07-28
906,906,TCK10905,13598.25,2026-07-06
907,907,TCK10906,21951.31,2026-07-18
908,908,TCK10907,18961.76,2026-07-08
909,909,TCK10908,24289.89,2026-08-21
910,910,TCK10909,4279.01,2026-08-20
911,911,TCK10910,7504.94,2026-07-05
912,912,TCK10911,9860.1,2026-08-02
913,913,TCK10912,10045.09,2026-07-30
914,914,TCK10913,16689.04,2026-08-02
915,915,TCK10914,17621.83,2026-07-05
916,916,TCK10915,18403.22,2026-07-21
917,917,TCK10916,22576.13,2026-07-03
918,918,TCK10917,12251.0,2026-08-29
919,919,TCK10918,18364.83,2026-08-03
920,920,TCK10919,9644.36,2026-08-23
921,921,TCK10920,15058.83,2026-08-23
922,922,TCK10921,22245.4,2026-07-03
923,923,TCK10922,23856.61,2026-08-10
924,924,TCK10923,2679.34,2026-07-09
925,925,TCK10924,15692.73,2026-08-25
926,926,TCK10925,23721.15,2026-08-13
927,927,TCK10926,6902.76,2026-07-31
928,928,TCK10927,5907.24,2026-08-22
929,929,TCK10928,6709.86,2026-08-01
930,930,TCK10929,8858.49,2026-07-13
931,931,TCK10930,16782.39,2026-07-06
932,932,TCK10931,23893.74,2026-08-24
933,933,TCK10932,18773.88,2026-07-14
934,934,TCK10933,2571.95,2026-07-05
935,935,TCK10934,13540.55,2026-08-09
936,936,TCK10935,7192.31,2026-07-12
937,937,TCK10936,3373.29,2026-08-14
938,938,TCK10937,8419.16,2026-07-25
939,939,TCK10938,16698.09,2026-07-16
940,940,TCK10939,16848.58,2026-07-31
941,941,TCK10940,14435.38,2026-07-12
942,942,TCK10941,22252.52,2026-08-23
943,943,TCK10942,7717.6,2026-07-19
944,944,TCK10943,17529.46,2026-08-01
945,945,TCK10944,20426.79,2026-07-26
946,946,TCK10945,15951.45,2026-08-04
947,947,TCK10946,13321.58,2026-07-07
948,948,TCK10947,7425.94,2026-08-26
949,949,TCK10948,22678.41,2026-08-18
950,950,TCK10949,8963.61,2026-07-29
951,951,TCK10950,9821.43,2026-08-12
952,952,TCK10951,12059.47,2026-07-12
953,953,TCK10952,12956.56,2026-07-21
954,954,TCK10953,17363.79,2026-07-23
955,955,TCK10954,18181.79,2026-08-15
956,956,TCK10955,5381.3,2026-08-26
957,957,TCK10956,13384.12,2026-08-21
958,958,TCK10957,21940.21,2026-08-08
959,959,TCK10958,11770.07,2026-07-16
960,960,TCK10959,3151.66,2026-07-18
961,961,TCK10960,13918.47,2026-08-26
962,962,TCK10961,21647.24,2026-07-27
963,963,TCK10962,3868.07,2026-08-19
964,964,TCK10963,9771.82,2026-08-13
965,965,TCK10964,9646.41,2026-07-26
966,966,TCK10965,20703.19,2026-07-28
967,967,TCK10966,11470.29,2026-08-28
968,968,TCK10967,3729.25,2026-08-01
969,969,TCK10968,18884.2,2026-07-22
970,970,TCK10969,16815.99,2026-07-03
971,971,TCK10970,9441.49,2026-07-27
972,972,TCK10971,7479.48,2026-08-26
973,973,TCK10972,6247.04,2026-07-14
974,974,TCK10973,20039.92,2026-07-08
975,975,TCK10974,23827.25,2026-08-09
976,976,TCK10975,16241.91,2026-07-09
977,977,TCK10976,16111.63,2026-07-02
978,978,TCK10977,23881.27,2026-07-02
979,979,TCK10978,20554.29,2026-07-06
980,980,TCK10979,20059.75,2026-07-22
981,981,TCK10980,23025.14,2026-08-19
982,982,TCK10981,19735.29,2026-07-05
983,983,TCK10982,17235.96,2026-08-03
984,984,TCK10983,7235.43,2026-08-04
985,985,TCK10984,6964.9,2026-07-11
986,986,TCK10985,21358.35,2026-07-26
987,987,TCK10986,21843.76,2026-07-15
988,988,TCK10987,9029.22,2026-07-11
989,989,TCK10988,22989.71,2026-07-22
990,990,TCK10989,11801.39,2026-08-05
991,991,TCK10990,19000.02,2026-08-30
992,992,TCK10991,2806.92,2026-08-24
993,993,TCK10992,2950.64,2026-08-30
994,994,TCK10993,14347.5,2026-08-02
995,995,TCK10994,11453.59,2026-08-01
996,996,TCK10995,3451.42,2026-07-19
997,997,TCK10996,9282.99,2026-07-15
998,998,TCK10997,16710.0,2026-08-14
999,999,TCK10998,8064.45,2026-07-18
1000,1000,TCK10999,19373.1,2026-08-22
1001,1001,TCK11000,20141.21,2026-08-11
1002,1002,TCK11001,11516.9,2026-08-22
1003,1003,TCK11002,19161.83,2026-07-18
1004,1004,TCK11003,21894.63,2026-07-05
1005,1005,TCK11004,4162.53,2026-08-16
1006,1006,TCK11005,18328.51,2026-08-16
1007,1007,TCK11006,11846.05,2026-07-01
1008,1008,TCK11007,19209.67,2026-08-04
1009,1009,TCK11008,16109.62,2026-07-10
1010,1010,TCK11009,4650.03,2026-08-07
1011,1011,TCK11010,20333.95,2026-07-13
1012,1012,TCK11011,21208.11,2026-08-24
1013,1013,TCK11012,9524.27,2026-07-21
1014,1014,TCK11013,12065.94,2026-08-17
1015,1015,TCK11014,3027.22,2026-07-18
1016,1016,TCK11015,12825.38,2026-07-07
1017,1017,TCK11016,8446.07,2026-08-11
1018,1018,TCK11017,15464.53,2026-07-25
1019,1019,TCK11018,9052.87,2026-07-06
1020,1020,TCK11019,7500.69,2026-07-27
1021,1021,TCK11020,15122.42,2026-07-31
1022,1022,TCK11021,8899.52,2026-08-14
1023,1023,TCK11022,14497.09,2026-07-16
1024,1024,TCK11023,11104.19,2026-08-01
1025,1025,TCK11024,18870.04,2026-08-30
1026,1026,TCK11025,10886.6,2026-08-04
1027,1027,TCK11026,18578.02,2026-07-29
1028,1028,TCK11027,7541.37,2026-07-02
1029,1029,TCK11028,11440.34,2026-07-15
1030,1030,TCK11029,12559.42,2026-07-31
1031,1031,TCK11030,15170.95,2026-08-11
1032,1032,TCK11031,9488.72,2026-07-10
1033,1033,TCK11032,20717.82,2026-07-06
1034,1034,TCK11033,4646.25,2026-07-11
1035,1035,TCK11034,7172.84,2026-08-30
1036,1036,TCK11035,13520.76,2026-07-16
1037,1037,TCK11036,4387.5,2026-07-26
1038,1038,TCK11037,16370.99,2026-07-31
1039,1039,TCK11038,14276.63,2026-08-23
1040,1040,TCK11039,15249.38,2026-07-15
1041,1041,TCK11040,3825.99,2026-08-01
1042,1042,TCK11041,8170.54,2026-07-20
1043,1043,TCK11042,19161.5,2026-08-23
1044,1044,TCK11043,5888.77,2026-07-21
1045,1045,TCK11044,18002.45,2026-08-08
1046,1046,TCK11045,11647.02,2026-07-01
1047,1047,TCK11046,8533.26,2026-07-14
1048,1048,TCK11047,19488.35,2026-08-20
1049,1049,TCK11048,13496.35,2026-08-01
1050,1050,TCK11049,9542.86,2026-08-11
1051,1051,TCK11050,7804.14,2026-07-30
1052,1052,TCK11051,18449.53,2026-08-02
1053,1053,TCK11052,14983.16,2026-08-17
1054,1054,TCK11053,24837.0,2026-07-06
1055,1055,TCK11054,23227.68,2026-07-28
1056,1056,TCK11055,18233.25,2026-07-25
1057,1057,TCK11056,5363.86,2026-07-01
1058,1058,TCK11057,6147.1,2026-08-17
1059,1059,TCK11058,5233.25,2026-07-13
1060,1060,TCK11059,12346.03,2026-07-08
1061,1061,TCK11060,3378.89,2026-07-28
1062,1062,TCK11061,13641.65,2026-08-10
1063,1063,TCK11062,20570.96,2026-08-01
1064,1064,TCK11063,5646.97,2026-08-25
1065,1065,TCK11064,14809.41,2026-07-26
1066,1066,TCK11065,2708.32,2026-07-08
1067,1067,TCK11066,12298.29,2026-07-19
1068,1068,TCK11067,18698.72,2026-08-26
1069,1069,TCK11068,17725.37,2026-08-03
1070,1070,TCK11069,9753.69,2026-08-26
1071,1071,TCK11070,10861.72,2026-08-11
1072,1072,TCK11071,6233.78,2026-07-19
1073,1073,TCK11072,14273.15,2026-07-14
1074,1074,TCK11073,20563.31,2026-08-30
1075,1075,TCK11074,18575.68,2026-08-03
1076,1076,TCK11075,16101.65,2026-07-31
1077,1077,TCK11076,12914.8,2026-08-29
1078,1078,TCK11077,9928.99,2026-08-17
1079,1079,TCK11078,18702.93,2026-08-24
1080,1080,TCK11079,23376.44,2026-07-11
1081,1081,TCK11080,14298.52,2026-08-23
1082,1082,TCK11081,13162.08,2026-07-21
1083,1083,TCK11082,11866.82,2026-07-10
1084,1084,TCK11083,13086.1,2026-07-01
1085,1085,TCK11084,9516.41,2026-07-13
1086,1086,TCK11085,6983.52,2026-07-07
1087,1087,TCK11086,14598.96,2026-07-22
1088,1088,TCK11087,4631.08,2026-08-09
1089,1089,TCK11088,13045.62,2026-07-11
1090,1090,TCK11089,4002.37,2026-08-10
1091,1091,TCK11090,15081.01,2026-07-15
1092,1092,TCK11091,10261.54,2026-07-01
1093,1093,TCK11092,23377.29,2026-07-18
1094,1094,TCK11093,8894.22,2026-08-28
1095,1095,TCK11094,22032.1,2026-08-07
1096,1096,TCK11095,18909.77,2026-07-24
1097,1097,TCK11096,16551.27,2026-07-26
1098,1098,TCK11097,23521.93,2026-08-05
1099,1099,TCK11098,14672.88,2026-08-12
1100,1100,TCK11099,7058.23,2026-08-07
1101,1101,TCK11100,5929.49,2026-08-16
1102,1102,TCK11101,7369.93,2026-07-12
1103,1103,TCK11102,8416.1,2026-07-07
1104,1104,TCK11103,5350.84,2026-08-03
1105,1105,TCK11104,15714.63,2026-08-19
1106,1106,TCK11105,11116.3,2026-08-06
1107,1107,TCK11106,19869.52,2026-08-07
1108,1108,TCK11107,16107.44,2026-08-21
1109,1109,TCK11108,19088.47,2026-08-09
1110,1110,TCK11109,17541.18,2026-07-31
1111,1111,TCK11110,7209.4,2026-07-01
1112,1112,TCK11111,20125.71,2026-07-14
1113,1113,TCK11112,4555.11,2026-08-21
1114,1114,TCK11113,16335.78,2026-07-10
1115,1115,TCK11114,6208.41,2026-08-25
1116,1116,TCK11115,2505.55,2026-07-05
1117,1117,TCK11116,22658.95,2026-07-04
1118,1118,TCK11117,5581.94,2026-08-21
1119,1119,TCK11118,12393.0,2026-08-12
1120,1120,TCK11119,13113.0,2026-07-20
1121,1121,TCK11120,13758.44,2026-07-08
1122,1122,TCK11121,7917.39,2026-07-26
1123,1123,TCK11122,10989.46,2026-07-25
1124,1124,TCK11123,18390.5,2026-07-23
1125,1125,TCK11124,9514.64,2026-08-03
1126,1126,TCK11125,9631.87,2026-07-06
1127,1127,TCK11126,22373.93,2026-08-23
1128,1128,TCK11127,7312.74,2026-07-11
1129,1129,TCK11128,23773.52,2026-08-23
1130,1130,TCK11129,8749.08,2026-07-10
1131,1131,TCK11130,21397.21,2026-08-05
1132,1132,TCK11131,12437.05,2026-08-14
1133,1133,TCK11132,20251.71,2026-08-13
1134,1134,TCK11133,5205.4,2026-08-27
1135,1135,TCK11134,12296.8,2026-07-23
1136,1136,TCK11135,6505.28,2026-08-25
1137,1137,TCK11136,10727.96,2026-07-30
1138,1138,TCK11137,19841.76,2026-07-23
1139,1139,TCK11138,18891.06,2026-07-14
1140,1140,TCK11139,16381.92,2026-08-26
1141,1141,TCK11140,24952.75,2026-08-30
1142,1142,TCK11141,6797.14,2026-07-24
1143,1143,TCK11142,6527.63,2026-08-17
1144,1144,TCK11143,24897.36,2026-07-13
1145,1145,TCK11144,12446.81,2026-08-03
1146,1146,TCK11145,6884.99,2026-08-07
1147,1147,TCK11146,9483.79,2026-07-07
1148,1148,TCK11147,22998.42,2026-08-28
1149,1149,TCK11148,8209.61,2026-08-28
1150,1150,TCK11149,2792.38,2026-07-18
1151,1151,TCK11150,3254.38,2026-07-18
1152,1152,TCK11151,16937.67,2026-07-26
1153,1153,TCK11152,3488.14,2026-08-14
1154,1154,TCK11153,18345.95,2026-07-18
1155,1155,TCK11154,16568.58,2026-08-06
1156,1156,TCK11155,21024.83,2026-08-25
1157,1157,TCK11156,18655.66,2026-07-31
1158,1158,TCK11157,24937.71,2026-08-10
1159,1159,TCK11158,12725.82,2026-07-12
1160,1160,TCK11159,13152.59,2026-08-25
1161,1161,TCK11160,17069.84,2026-08-04
1162,1162,TCK11161,20667.19,2026-07-03
1163,1163,TCK11162,10814.51,2026-08-09
1164,1164,TCK11163,22620.97,2026-07-10
1165,1165,TCK11164,18376.89,2026-07-12
1166,1166,TCK11165,22095.55,2026-07-09
1167,1167,TCK11166,4363.55,2026-08-23
1168,1168,TCK11167,21530.57,2026-07-04
1169,1169,TCK11168,12476.01,2026-08-15
1170,1170,TCK11169,3902.32,2026-07-07
1171,1171,TCK11170,21802.53,2026-07-18
1172,1172,TCK11171,24626.58,2026-07-13
1173,1173,TCK11172,17239.87,2026-08-17
1174,1174,TCK11173,2875.18,2026-08-23
1175,1175,TCK11174,17619.8,2026-08-27
1176,1176,TCK11175,9620.81,2026-08-15
1177,1177,TCK11176,6307.3,2026-08-07
1178,1178,TCK11177,18748.05,2026-07-24
1179,1179,TCK11178,14117.66,2026-08-30
1180,1180,TCK11179,17451.15,2026-07-27
1181,1181,TCK11180,21348.63,2026-08-12
1182,1182,TCK11181,3883.38,2026-07-13
1183,1183,TCK11182,21063.57,2026-08-02
1184,1184,TCK11183,5819.06,2026-07-18
1185,1185,TCK11184,4389.3,2026-07-29
1186,1186,TCK11185,3501.44,2026-08-08
1187,1187,TCK11186,6970.38,2026-08-02
1188,1188,TCK11187,11708.16,2026-08-10
1189,1189,TCK11188,19303.64,2026-08-23
1190,1190,TCK11189,23674.52,2026-07-20
1191,1191,TCK11190,8659.67,2026-07-23
1192,1192,TCK11191,5148.58,2026-07-30
1193,1193,TCK11192,15283.9,2026-08-14
1194,1194,TCK11193,4437.14,2026-08-29
1195,1195,TCK11194,12917.62,2026-07-08
1196,1196,TCK11195,23155.25,2026-07-12
1197,1197,TCK11196,18914.88,2026-07-12
1198,1198,TCK11197,9643.78,2026-08-10
1199,1199,TCK11198,24229.73,2026-08-19
1200,1200,TCK11199,6310.06,2026-07-01
